id:ID,label,file_type,category,source_file,labels:LABEL
paper_0459_general_dynapose4d_high_quality_4d_dynamic_content_generation_via_p,DynaPose4D High-Quality 4D Dynamic Content Generation via P,document,General,0459_[General]_DynaPose4D High-Quality 4D Dynamic Content Generation via P.md,Entity;Document;General
paper_0460_general_dynamictree_interactive_real_tree_animation_via_sparse_voxe,DynamicTree Interactive Real Tree Animation via Sparse Voxe,document,General,0460_[General]_DynamicTree Interactive Real Tree Animation via Sparse Voxe.md,Entity;Document;General
paper_0461_general_towards_physically_executable_3d_gaussian_for_embodied_navig,Towards Physically Executable 3D Gaussian for Embodied Navig,document,General,0461_[General]_Towards Physically Executable 3D Gaussian for Embodied Navig.md,Entity;Document;General
paper_0462_general_gsworld_closed_loop_photo_realistic_simulation_suite_for_ro,GSWorld Closed-Loop Photo-Realistic Simulation Suite for Ro,document,General,0462_[General]_GSWorld Closed-Loop Photo-Realistic Simulation Suite for Ro.md,Entity;Document;General
paper_0463_general_extreme_views_3dgs_filter_for_novel_view_synthesis_from_out,Extreme Views 3DGS Filter for Novel View Synthesis from Out,document,General,0463_[General]_Extreme Views 3DGS Filter for Novel View Synthesis from Out.md,Entity;Document;General
paper_0464_general_re_activating_frozen_primitives_for_3d_gaussian_splatting,Re-Activating Frozen Primitives for 3D Gaussian Splatting,document,General,0464_[General]_Re-Activating Frozen Primitives for 3D Gaussian Splatting.md,Entity;Document;General
paper_0465_general_moving_light_adaptive_colonoscopy_reconstruction_via_illumin,Moving Light Adaptive Colonoscopy Reconstruction via Illumin,document,General,0465_[General]_Moving Light Adaptive Colonoscopy Reconstruction via Illumin.md,Entity;Document;General
paper_0466_general_openinsgaussian_open_vocabulary_instance_gaussian_segmentat,OpenInsGaussian Open-vocabulary Instance Gaussian Segmentat,document,General,0466_[General]_OpenInsGaussian Open-vocabulary Instance Gaussian Segmentat.md,Entity;Document;General
paper_0467_general_raindrop_gs_a_benchmark_for_3d_gaussian_splatting_under_rai,Raindrop GS A Benchmark for 3D Gaussian Splatting under Rai,document,General,0467_[General]_Raindrop GS A Benchmark for 3D Gaussian Splatting under Rai.md,Entity;Document;General
paper_0468_general_initialize_to_generalize_a_stronger_initialization_pipeline,Initialize to Generalize A Stronger Initialization Pipeline,document,General,0468_[General]_Initialize to Generalize A Stronger Initialization Pipeline.md,Entity;Document;General
paper_0469_general_gsplane_concise_and_accurate_planar_reconstruction_via_stru,GSPlane Concise and Accurate Planar Reconstruction via Stru,document,General,0469_[General]_GSPlane Concise and Accurate Planar Reconstruction via Stru.md,Entity;Document;General
paper_0470_general_2dgs_r_revisiting_the_normal_consistency_regularization_in,2DGS-R Revisiting the Normal Consistency Regularization in,document,General,0470_[General]_2DGS-R Revisiting the Normal Consistency Regularization in.md,Entity;Document;General
paper_0471_general_gs2pose_marry_gaussian_splatting_to_6d_object_pose_estimati,GS2POSE Marry Gaussian Splatting to 6D Object Pose Estimati,document,General,0471_[General]_GS2POSE Marry Gaussian Splatting to 6D Object Pose Estimati.md,Entity;Document;General
paper_0472_general_pfgs_pose_fused_3d_gaussian_splatting_for_complete_multi_po,PFGS Pose-Fused 3D Gaussian Splatting for Complete Multi-Po,document,General,0472_[General]_PFGS Pose-Fused 3D Gaussian Splatting for Complete Multi-Po.md,Entity;Document;General
paper_0473_general_gaussgym_an_open_source_real_to_sim_framework_for_learning,GaussGym An open-source real-to-sim framework for learning,document,General,0473_[General]_GaussGym An open-source real-to-sim framework for learning.md,Entity;Document;General
paper_0474_general_salon3r_structure_aware_long_term_generalizable_3d_reconstr,SaLon3R Structure-aware Long-term Generalizable 3D Reconstr,document,General,0474_[General]_SaLon3R Structure-aware Long-term Generalizable 3D Reconstr.md,Entity;Document;General
paper_0475_general_terra_explorable_native_3d_world_model_with_point_latents,Terra Explorable Native 3D World Model with Point Latents,document,General,0475_[General]_Terra Explorable Native 3D World Model with Point Latents.md,Entity;Document;General
paper_0476_general_gaussmart_enhanced_3d_reconstruction_through_2d_foundation,GauSSmart Enhanced 3D Reconstruction through 2D Foundation,document,General,0476_[General]_GauSSmart Enhanced 3D Reconstruction through 2D Foundation.md,Entity;Document;General
paper_0477_general_simuli_real_time_lidar_and_camera_simulation_with_unscented,SimULi Real-Time LiDAR and Camera Simulation with Unscented,document,General,0477_[General]_SimULi Real-Time LiDAR and Camera Simulation with Unscented.md,Entity;Document;General
paper_0478_general_pags_priority_adaptive_gaussian_splatting_for_dynamic_drivi,PAGS Priority-Adaptive Gaussian Splatting for Dynamic Drivi,document,General,0478_[General]_PAGS Priority-Adaptive Gaussian Splatting for Dynamic Drivi.md,Entity;Document;General
paper_0479_general_unigs_unified_geometry_aware_gaussian_splatting_for_multimo,UniGS Unified Geometry-Aware Gaussian Splatting for Multimo,document,General,0479_[General]_UniGS Unified Geometry-Aware Gaussian Splatting for Multimo.md,Entity;Document;General
paper_0480_general_gaussian_semantic_field_for_one_shot_lidar_global_localizati,Gaussian Semantic Field for One-shot LiDAR Global Localizati,document,General,0480_[General]_Gaussian Semantic Field for One-shot LiDAR Global Localizati.md,Entity;Document;General
paper_0481_general_gs_verse_mesh_based_gaussian_splatting_for_physics_aware_in,GS-Verse Mesh-based Gaussian Splatting for Physics-aware In,document,General,0481_[General]_GS-Verse Mesh-based Gaussian Splatting for Physics-aware In.md,Entity;Document;General
paper_0482_general_worldmirror_universal_3d_world_reconstruction_with_any_prio,WorldMirror Universal 3D World Reconstruction with Any-Prio,document,General,0482_[General]_WorldMirror Universal 3D World Reconstruction with Any-Prio.md,Entity;Document;General
paper_0483_general_high_fidelity_simulated_data_generation_for_real_world_zero,High-Fidelity Simulated Data Generation for Real-World Zero-,document,General,0483_[General]_High-Fidelity Simulated Data Generation for Real-World Zero-.md,Entity;Document;General
paper_0484_general_towards_efficient_3d_gaussian_human_avatar_compression_a_pr,Towards Efficient 3D Gaussian Human Avatar Compression A Pr,document,General,0484_[General]_Towards Efficient 3D Gaussian Human Avatar Compression A Pr.md,Entity;Document;General
paper_0485_general_opacity_gradient_driven_density_control_for_compact_and_effi,Opacity-Gradient Driven Density Control for Compact and Effi,document,General,0485_[General]_Opacity-Gradient Driven Density Control for Compact and Effi.md,Entity;Document;General
paper_0486_general_gesplat_robust_pose_free_3d_reconstruction_via_geometry_gui,Gesplat Robust Pose-Free 3D Reconstruction via Geometry-Gui,document,General,0486_[General]_Gesplat Robust Pose-Free 3D Reconstruction via Geometry-Gui.md,Entity;Document;General
paper_0487_general_p_4dgs_predictive_4d_gaussian_splatting_with_90_compressio,P-4DGS Predictive 4D Gaussian Splatting with 90脳 Compressio,document,General,0487_[General]_P-4DGS Predictive 4D Gaussian Splatting with 90脳 Compressio.md,Entity;Document;General
paper_0488_general_ltgs_long_term_gaussian_scene_chronology_from_sparse_view_u,LTGS Long-Term Gaussian Scene Chronology From Sparse View U,document,General,0488_[General]_LTGS Long-Term Gaussian Scene Chronology From Sparse View U.md,Entity;Document;General
paper_0489_general_mono4deditor_text_driven_4d_scene_editing_from_monocular_vi,Mono4DEditor Text-Driven 4D Scene Editing from Monocular Vi,document,General,0489_[General]_Mono4DEditor Text-Driven 4D Scene Editing from Monocular Vi.md,Entity;Document;General
paper_0490_general_visibility_aware_densification_for_3d_gaussian_splatting_in,Visibility-Aware Densification for 3D Gaussian Splatting in,document,General,0490_[General]_Visibility-Aware Densification for 3D Gaussian Splatting in.md,Entity;Document;General
paper_0491_general_resplat_learning_recurrent_gaussian_splats,ReSplat Learning Recurrent Gaussian Splats,document,General,0491_[General]_ReSplat Learning Recurrent Gaussian Splats.md,Entity;Document;General
paper_0492_general_splat_the_net_radiance_fields_with_splattable_neural_primit,Splat the Net Radiance Fields with Splattable Neural Primit,document,General,0492_[General]_Splat the Net Radiance Fields with Splattable Neural Primit.md,Entity;Document;General
paper_0493_general_cvd_storm_cross_view_video_diffusion_with_spatial_temporal,CVD-STORM Cross-View Video Diffusion with Spatial-Temporal,document,General,0493_[General]_CVD-STORM Cross-View Video Diffusion with Spatial-Temporal.md,Entity;Document;General
paper_0494_general_prismgs_physically_grounded_anti_aliasing_for_high_fidelity,PrismGS Physically-Grounded Anti-Aliasing for High-Fidelity,document,General,0494_[General]_PrismGS Physically-Grounded Anti-Aliasing for High-Fidelity.md,Entity;Document;General
paper_0495_general_comgs_efficient_3d_object_scene_composition_via_surface_oct,ComGS Efficient 3D Object-Scene Composition via Surface Oct,document,General,0495_[General]_ComGS Efficient 3D Object-Scene Composition via Surface Oct.md,Entity;Document;General
paper_0496_general_generating_surface_for_text_to_3d_using_2d_gaussian_splattin,Generating Surface for Text-to-3D using 2D Gaussian Splattin,document,General,0496_[General]_Generating Surface for Text-to-3D using 2D Gaussian Splattin.md,Entity;Document;General
paper_0497_general_capture_and_interact_rapid_3d_object_acquisition_and_render,Capture and Interact Rapid 3D Object Acquisition and Render,document,General,0497_[General]_Capture and Interact Rapid 3D Object Acquisition and Render.md,Entity;Document;General
paper_0498_general_architecthead_continuous_level_of_detail_control_for_3d_gau,ArchitectHead Continuous Level of Detail Control for 3D Gau,document,General,0498_[General]_ArchitectHead Continuous Level of Detail Control for 3D Gau.md,Entity;Document;General
paper_0499_general_sketchplan_diffusion_based_drone_planning_from_human_sketch,SketchPlan Diffusion Based Drone Planning From Human Sketch,document,General,0499_[General]_SketchPlan Diffusion Based Drone Planning From Human Sketch.md,Entity;Document;General
paper_0500_general_gs_share_enabling_high_fidelity_map_sharing_with_incrementa,GS-Share Enabling High-fidelity Map Sharing with Incrementa,document,General,0500_[General]_GS-Share Enabling High-fidelity Map Sharing with Incrementa.md,Entity;Document;General
paper_0501_general_from_tokens_to_nodes_semantic_guided_motion_control_for_dyn,From Tokens to Nodes Semantic-Guided Motion Control for Dyn,document,General,0501_[General]_From Tokens to Nodes Semantic-Guided Motion Control for Dyn.md,Entity;Document;General
paper_0502_general_gaussianmorphing_mesh_guided_3d_gaussians_for_semantic_awar,GaussianMorphing Mesh-Guided 3D Gaussians for Semantic-Awar,document,General,0502_[General]_GaussianMorphing Mesh-Guided 3D Gaussians for Semantic-Awar.md,Entity;Document;General
paper_0503_general_roi_gs_interest_based_local_quality_3d_gaussian_splatting,ROI-GS Interest-based Local Quality 3D Gaussian Splatting,document,General,0503_[General]_ROI-GS Interest-based Local Quality 3D Gaussian Splatting.md,Entity;Document;General
paper_0504_general_lobe_gs_load_balanced_and_efficient_3d_gaussian_splatting_f,LOBE-GS Load-Balanced and Efficient 3D Gaussian Splatting f,document,General,0504_[General]_LOBE-GS Load-Balanced and Efficient 3D Gaussian Splatting f.md,Entity;Document;General
paper_0505_general_hart_human_aligned_reconstruction_transformer,HART Human Aligned Reconstruction Transformer,document,General,0505_[General]_HART Human Aligned Reconstruction Transformer.md,Entity;Document;General
paper_0506_general_llm_powered_code_analysis_and_optimization_for_gaussian_spla,LLM-Powered Code Analysis and Optimization for Gaussian Spla,document,General,0506_[General]_LLM-Powered Code Analysis and Optimization for Gaussian Spla.md,Entity;Document;General
paper_0507_general_gaussianlens_localized_high_resolution_reconstruction_via_o,GaussianLens Localized High-Resolution Reconstruction via O,document,General,0507_[General]_GaussianLens Localized High-Resolution Reconstruction via O.md,Entity;Document;General
paper_0508_general_triangle_splatting_differentiable_rendering_with_opaque_tr,Triangle Splatting+ Differentiable Rendering with Opaque Tr,document,General,0508_[General]_Triangle Splatting+ Differentiable Rendering with Opaque Tr.md,Entity;Document;General
paper_0509_general_unilat3d_geometry_appearance_unified_latents_for_single_sta,UniLat3D Geometry-Appearance Unified Latents for Single-Sta,document,General,0509_[General]_UniLat3D Geometry-Appearance Unified Latents for Single-Sta.md,Entity;Document;General
paper_0510_general_gem_3d_gaussian_splatting_for_efficient_and_accurate_cryo_e,GEM 3D Gaussian Splatting for Efficient and Accurate Cryo-E,document,General,0510_[General]_GEM 3D Gaussian Splatting for Efficient and Accurate Cryo-E.md,Entity;Document;General
paper_0511_general_hbsplat_robust_sparse_view_gaussian_reconstruction_with_hyb,HBSplat Robust Sparse-View Gaussian Reconstruction with Hyb,document,General,0511_[General]_HBSplat Robust Sparse-View Gaussian Reconstruction with Hyb.md,Entity;Document;General
paper_0512_general_exgs_extreme_3d_gaussian_compression_with_diffusion_priors,ExGS Extreme 3D Gaussian Compression with Diffusion Priors,document,General,0512_[General]_ExGS Extreme 3D Gaussian Compression with Diffusion Priors.md,Entity;Document;General
paper_0513_general_proxy_gs_efficient_3d_gaussian_splatting_via_proxy_mesh,Proxy-GS Efficient 3D Gaussian Splatting via Proxy Mesh,document,General,0513_[General]_Proxy-GS Efficient 3D Gaussian Splatting via Proxy Mesh.md,Entity;Document;General
paper_0514_general_forge4d_feed_forward_4d_human_reconstruction_and_interpolat,Forge4D Feed-Forward 4D Human Reconstruction and Interpolat,document,General,0514_[General]_Forge4D Feed-Forward 4D Human Reconstruction and Interpolat.md,Entity;Document;General
paper_0515_general_crashsplat_2d_to_3d_vehicle_damage_segmentation_in_gaussian,CrashSplat 2D to 3D Vehicle Damage Segmentation in Gaussian,document,General,0515_[General]_CrashSplat 2D to 3D Vehicle Damage Segmentation in Gaussian.md,Entity;Document;General
